Age,Carries,Date,Month,Name,Oppt,Rec_TDs,Rec_Yds,Receptions,Rush_TDs,Rush_Yds,Targets,Team,Week,Year
23.230,5.0,2016-10-23,October,"Farrow, Kenneth",ATL,0.0,9.666666666666666,1.3333333333333333,0.0,15.333333333333334,1.6666666666666667,LAC,7,2016
24.222,16.0,2016-10-23,October,"Freeman, Devonta",LAC,0.0,17.333333333333332,2.6666666666666665,0.6666666666666666,61.666666666666664,4.333333333333333,ATL,7,2016
25.357,4.666666666666667,2016-10-23,October,"Gillislee, Mike",MIA,0.0,4.333333333333333,0.3333333333333333,0.6666666666666666,32.333333333333336,0.6666666666666666,BUF,7,2016
23.193,20.666666666666668,2016-10-23,October,"Gordon, Melvin",ATL,0.3333333333333333,20.333333333333332,2.3333333333333335,0.6666666666666666,66.33333333333333,3.3333333333333335,LAC,7,2016
33.162,17.333333333333332,2016-10-23,October,"Gore, Frank",TEN,0.0,11.0,2.3333333333333335,0.3333333333333333,83.0,3.0,IND,7,2016
22.081,18.666666666666668,2016-10-23,October,"Gurley, Todd",NYG,0.0,41.333333333333336,4.0,0.3333333333333333,54.333333333333336,4.666666666666667,LAR,7,2016
22.293,4.0,2016-10-23,October,"Henry, Derrick",IND,0.0,6.666666666666667,0.6666666666666666,0.0,23.333333333333332,0.6666666666666666,TEN,7,2016
24.003,12.666666666666666,2016-10-23,October,"Hill, Jeremy",CLE,0.0,1.0,0.3333333333333333,0.0,40.333333333333336,1.0,CIN,7,2016
26.307,16.333333333333332,2016-10-23,October,"Ingram, Mark",KC,0.3333333333333333,29.333333333333332,4.0,0.3333333333333333,61.333333333333336,5.333333333333333,NO,7,2016
28.215,10.333333333333334,2016-10-23,October,"Ivory, Chris",OAK,0.0,4.0,1.0,0.3333333333333333,25.0,1.3333333333333333,JAX,7,2016
24.312,22.0,2016-10-23,October,"Johnson, David",SEA,0.0,32.0,3.3333333333333335,1.6666666666666667,117.0,5.333333333333333,ARI,7,2016
23.030,5.333333333333333,2016-10-23,October,"Johnson, Duke",CIN,0.0,36.0,4.0,0.3333333333333333,21.333333333333332,5.666666666666667,CLE,7,2016
23.230,17.333333333333332,2016-10-23,October,"Jones, Matt",DET,0.0,15.333333333333334,1.3333333333333333,0.6666666666666666,94.33333333333333,1.3333333333333333,WAS,7,2016
24.020,3.0,2016-10-23,October,"Kelley, Robert",DET,0.0,0.0,0.0,0.0,27.0,0.0,WAS,7,2016
26.150,1.0,2016-10-23,October,"Line, Zach",PHI,0.0,0.0,0.0,0.0,3.5,0.5,MIN,7,2016
28.103,18.666666666666668,2016-10-23,October,"McCoy, LeSean",MIA,0.3333333333333333,16.0,3.0,1.0,120.0,3.3333333333333335,BUF,7,2016
24.173,18.0,2016-10-23,October,"McKinnon, Jerick",PHI,0.0,7.333333333333333,1.6666666666666667,0.3333333333333333,55.333333333333336,3.3333333333333335,MIN,7,2016
25.349,18.666666666666668,2016-10-23,October,"Michael, Christine",ARI,0.3333333333333333,18.666666666666668,3.3333333333333335,1.3333333333333333,76.0,4.0,SEA,7,2016
26.279,8.666666666666666,2016-10-23,October,"Murray, Latavius",JAX,0.0,16.666666666666668,3.0,0.6666666666666666,37.666666666666664,3.0,OAK,7,2016
27.189,2.6666666666666665,2016-10-23,October,"Olawale, Jamize",JAX,0.0,0.6666666666666666,0.3333333333333333,0.3333333333333333,7.333333333333333,0.6666666666666666,OAK,7,2016
21.342,2.0,2016-10-23,October,"Perkins, Paul",LAR,0.0,33.666666666666664,1.6666666666666667,0.0,9.0,2.3333333333333335,NYG,7,2016
22.329,3.6666666666666665,2016-10-23,October,"Pope, Troymaine",BAL,0.0,1.6666666666666667,0.3333333333333333,0.0,14.333333333333334,0.6666666666666666,NYJ,7,2016
27.362,3.6666666666666665,2016-10-23,October,"Powell, Bilal",BAL,0.0,35.666666666666664,5.0,0.0,15.333333333333334,7.0,NYJ,7,2016
22.156,7.333333333333333,2016-10-23,October,"Prosise, C.J.",ARI,0.0,35.0,3.3333333333333335,0.3333333333333333,46.666666666666664,3.6666666666666665,SEA,7,2016
23.008,4.666666666666667,2016-10-23,October,"Richard, Jalen",JAX,0.0,25.333333333333332,3.0,0.0,17.666666666666668,4.333333333333333,OAK,7,2016
26.260,13.666666666666666,2016-10-23,October,"Rodgers, Jacquizz",SF,0.0,13.333333333333334,2.3333333333333335,0.0,47.0,3.0,TB,7,2016
22.268,7.666666666666667,2016-10-23,October,"Smallwood, Wendell",MIN,0.0,4.666666666666667,0.3333333333333333,0.3333333333333333,33.666666666666664,1.0,PHI,7,2016
33.125,3.6666666666666665,2016-10-23,October,"Sproles, Darren",MIN,0.3333333333333333,51.666666666666664,3.6666666666666665,0.0,21.333333333333332,3.6666666666666665,PHI,7,2016
26.003,4.666666666666667,2016-10-23,October,"Thompson, Chris",DET,0.3333333333333333,26.0,3.0,0.0,24.333333333333332,3.6666666666666665,WAS,7,2016
26.326,2.6666666666666665,2016-10-23,October,"Turbin, Robert",TEN,0.0,8.333333333333334,2.0,0.3333333333333333,4.333333333333333,2.3333333333333335,IND,7,2016
24.335,19.0,2016-10-23,October,"Ware, Spencer",NO,0.0,18.0,1.3333333333333333,0.3333333333333333,96.0,2.6666666666666665,KC,7,2016
23.244,8.0,2016-10-23,October,"Washington, DeAndre",JAX,0.0,15.0,2.6666666666666665,0.0,34.0,3.3333333333333335,OAK,7,2016
25.143,4.0,2016-10-23,October,"West, Charcandrick",NO,0.0,3.3333333333333335,1.3333333333333333,0.0,27.666666666666668,1.6666666666666667,KC,7,2016
25.269,18.333333333333332,2016-10-23,October,"West, Terrance",NYJ,0.0,10.0,2.0,1.0,98.33333333333333,3.0,BAL,7,2016
24.203,3.0,2016-10-23,October,"Williams, Damien",BUF,0.0,26.0,1.6666666666666667,0.3333333333333333,8.0,2.0,MIA,7,2016
23.021,8.666666666666666,2016-10-23,October,"Yeldon, T.J.",OAK,0.0,20.666666666666668,2.3333333333333335,0.0,36.333333333333336,3.3333333333333335,JAX,7,2016
25.040,8.0,2016-10-23,October,"Zenner, Zach",WAS,0.0,21.333333333333332,1.6666666666666667,0.0,26.333333333333332,1.6666666666666667,DET,7,2016
25.015,2.0,2016-10-20,October,"Davis, Knile",CHI,0.0,7.0,1.0,0.0,2.0,1.5,GB,7,2016
21.353,18.0,2016-10-20,October,"Howard, Jordan",GB,0.3333333333333333,24.0,2.6666666666666665,0.3333333333333333,87.66666666666667,3.6666666666666665,CHI,7,2016
23.272,11.333333333333334,2016-10-20,October,"Montgomery, Ty",CHI,0.0,21.0,3.0,1.0,75.33333333333333,4.0,GB,7,2016
23.305,2.0,2016-10-20,October,"Ripkowski, Aaron",CHI,0.0,0.6666666666666666,0.3333333333333333,0.0,6.333333333333333,0.6666666666666666,GB,7,2016
27.178,3.6666666666666665,2017-10-23,October,"Barner, Kenjon",WAS,0.0,7.666666666666667,0.6666666666666666,0.0,9.333333333333334,1.0,PHI,7,2017
30.322,14.666666666666666,2017-10-23,October,"Blount, LeGarrette",WAS,0.0,6.666666666666667,0.3333333333333333,0.0,92.33333333333333,0.3333333333333333,PHI,7,2017
22.355,6.333333333333333,2017-10-23,October,"Clement, Corey",WAS,0.0,7.333333333333333,0.3333333333333333,0.0,16.333333333333332,0.3333333333333333,PHI,7,2017
25.020,10.333333333333334,2017-10-23,October,"Kelley, Robert",PHI,0.0,0.0,0.0,0.0,44.666666666666664,0.3333333333333333,WAS,7,2017
23.267,8.333333333333334,2017-10-23,October,"Smallwood, Wendell",WAS,0.0,17.0,2.0,0.3333333333333333,36.333333333333336,3.3333333333333335,PHI,7,2017
27.003,10.0,2017-10-23,October,"Thompson, Chris",PHI,0.3333333333333333,86.33333333333333,3.6666666666666665,0.0,31.333333333333332,4.666666666666667,WAS,7,2017
24.129,21.0,2017-10-22,October,"Ajayi, Jay",NYJ,0.0,3.3333333333333335,1.0,0.0,84.33333333333333,2.3333333333333335,MIA,7,2017
26.056,11.0,2017-10-22,October,"Allen, Javorius",MIN,0.0,22.0,4.333333333333333,0.3333333333333333,43.0,5.0,BAL,7,2017
26.254,12.333333333333334,2017-10-22,October,"Anderson, C.J.",LAC,0.0,8.0,2.0,0.0,49.333333333333336,2.0,DEN,7,2017
25.246,27.333333333333332,2017-10-22,October,"Bell, Le'Veon",CIN,0.0,33.333333333333336,5.666666666666667,1.0,123.33333333333333,7.333333333333333,PIT,7,2017
25.334,2.6666666666666665,2017-10-22,October,"Bernard, Giovani",PIT,0.6666666666666666,36.333333333333336,2.3333333333333335,0.0,13.666666666666666,2.6666666666666665,CIN,7,2017
27.042,1.3333333333333333,2017-10-22,October,"Bohanon, Tommy",IND,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.6666666666666666,1.6666666666666667,0.3333333333333333,JAX,7,2017
25.148,6.0,2017-10-22,October,"Booker, Devontae",LAC,0.3333333333333333,43.333333333333336,2.0,0.3333333333333333,24.333333333333332,3.0,DEN,7,2017
22.236,7.666666666666667,2017-10-22,October,"Breida, Matt",DAL,0.0,13.666666666666666,2.0,0.0,28.666666666666668,4.0,SF,7,2017
24.160,3.0,2017-10-22,October,"Brown, Malcolm",ARI,0.0,4.666666666666667,0.3333333333333333,0.0,9.333333333333334,0.3333333333333333,LAR,7,2017
27.112,11.0,2017-10-22,October,"Burkhead, Rex",ATL,0.3333333333333333,23.666666666666668,2.0,1.0,44.666666666666664,2.3333333333333335,NE,7,2017
30.299,6.333333333333333,2017-10-22,October,"Charles, Jamaal",LAC,0.0,5.666666666666667,1.0,0.3333333333333333,36.0,1.6666666666666667,DEN,7,2017
24.189,8.0,2017-10-22,October,"Coleman, Tevin",NE,0.0,37.333333333333336,2.6666666666666665,0.3333333333333333,51.666666666666664,4.0,ATL,7,2017
23.057,12.0,2017-10-22,October,"Collins, Alex",MIN,0.0,0.0,0.0,0.0,70.33333333333333,0.6666666666666666,BAL,7,2017
22.170,3.0,2017-10-22,October,"Conner, James",CIN,0.0,0.0,0.0,0.0,16.333333333333332,0.3333333333333333,PIT,7,2017
24.287,11.666666666666666,2017-10-22,October,"Crowell, Isaiah",TEN,0.0,9.666666666666666,1.6666666666666667,0.0,46.0,2.3333333333333335,CLE,7,2017
22.158,2.0,2017-10-22,October,"Ekeler, Austin",DEN,0.0,19.666666666666668,2.0,0.3333333333333333,12.0,3.3333333333333335,LAC,7,2017
22.092,24.0,2017-10-22,October,"Elliott, Ezekiel",SF,0.3333333333333333,28.0,2.6666666666666665,0.6666666666666666,93.66666666666667,3.6666666666666665,DAL,7,2017
25.221,16.0,2017-10-22,October,"Freeman, Devonta",NE,0.0,21.0,2.3333333333333335,0.6666666666666666,77.33333333333333,3.0,ATL,7,2017
23.021,10.333333333333334,2017-10-22,October,"Gallman, Wayne",SEA,0.3333333333333333,12.666666666666666,3.0,0.0,42.0,3.3333333333333335,NYG,7,2017
26.355,11.333333333333334,2017-10-22,October,"Gillislee, Mike",ATL,0.0,0.0,0.0,0.0,48.333333333333336,0.0,NE,7,2017
24.192,18.333333333333332,2017-10-22,October,"Gordon, Melvin",DEN,1.0,44.0,5.333333333333333,0.3333333333333333,70.0,7.666666666666667,LAC,7,2017
34.161,12.0,2017-10-22,October,"Gore, Frank",JAX,0.0,30.0,2.6666666666666665,0.0,47.666666666666664,3.3333333333333335,IND,7,2017
25.307,3.0,2017-10-22,October,"Grant, Corey",IND,0.0,4.333333333333333,0.6666666666666666,0.0,32.333333333333336,0.6666666666666666,JAX,7,2017
23.080,20.0,2017-10-22,October,"Gurley, Todd",ARI,0.3333333333333333,35.0,3.3333333333333335,0.0,93.33333333333333,4.333333333333333,LAR,7,2017
23.291,9.666666666666666,2017-10-22,October,"Henry, Derrick",CLE,0.0,4.666666666666667,0.3333333333333333,0.3333333333333333,49.0,0.3333333333333333,TEN,7,2017
25.002,5.666666666666667,2017-10-22,October,"Hill, Jeremy",PIT,0.0,5.333333333333333,0.6666666666666666,0.0,18.333333333333332,0.6666666666666666,CIN,7,2017
22.354,24.333333333333332,2017-10-22,October,"Howard, Jordan",CAR,0.0,6.333333333333333,1.0,0.3333333333333333,98.66666666666667,1.6666666666666667,CHI,7,2017
27.032,12.333333333333334,2017-10-22,October,"Hyde, Carlos",DAL,0.0,27.0,3.6666666666666665,0.6666666666666666,35.666666666666664,4.333333333333333,SF,7,2017
27.305,17.666666666666668,2017-10-22,October,"Ingram, Mark",GB,0.0,27.666666666666668,3.6666666666666665,0.6666666666666666,71.66666666666667,5.666666666666667,NO,7,2017
29.214,6.333333333333333,2017-10-22,October,"Ivory, Chris",IND,0.3333333333333333,25.333333333333332,3.3333333333333335,0.0,28.666666666666668,4.333333333333333,JAX,7,2017
24.152,1.0,2017-10-22,October,"Janovich, Andy",LAC,0.0,0.0,0.0,0.3333333333333333,0.6666666666666666,0.0,DEN,7,2017
24.029,5.0,2017-10-22,October,"Johnson, Duke",TEN,0.3333333333333333,36.333333333333336,5.0,0.3333333333333333,24.333333333333332,6.0,CLE,7,2017
22.324,15.0,2017-10-22,October,"Jones, Aaron",NO,0.0,3.3333333333333335,0.6666666666666666,0.6666666666666666,71.66666666666667,1.6666666666666667,GB,7,2017
22.089,5.666666666666667,2017-10-22,October,"Kamara, Alvin",GB,0.3333333333333333,29.333333333333332,5.333333333333333,0.3333333333333333,45.666666666666664,6.0,NO,7,2017
27.025,7.333333333333333,2017-10-22,October,"Lewis, Dion",ATL,0.0,6.333333333333333,1.0,0.6666666666666666,41.0,1.0,NE,7,2017
21.229,5.666666666666667,2017-10-22,October,"Mack, Marlon",JAX,0.0,4.333333333333333,0.6666666666666666,0.3333333333333333,35.333333333333336,1.3333333333333333,IND,7,2017
28.282,10.0,2017-10-22,October,"Martin, Doug",BUF,0.0,6.333333333333333,0.6666666666666666,0.6666666666666666,41.333333333333336,1.6666666666666667,TB,7,2017
21.137,4.333333333333333,2017-10-22,October,"McCaffrey, Christian",CHI,0.6666666666666666,40.0,6.333333333333333,0.0,10.333333333333334,9.0,CAR,7,2017
29.102,17.666666666666668,2017-10-22,October,"McCoy, LeSean",TB,0.0,35.333333333333336,5.333333333333333,0.0,53.333333333333336,6.333333333333333,BUF,7,2017
23.143,10.333333333333334,2017-10-22,October,"McGuire, Elijah",MIA,0.0,16.0,1.3333333333333333,0.3333333333333333,45.0,1.6666666666666667,NYJ,7,2017
25.172,11.0,2017-10-22,October,"McKinnon, Jerick",BAL,0.3333333333333333,27.0,3.6666666666666665,0.6666666666666666,54.666666666666664,4.666666666666667,MIN,7,2017
24.068,2.3333333333333335,2017-10-22,October,"McKissic, J.D.",NYG,0.3333333333333333,26.333333333333332,2.0,0.3333333333333333,13.333333333333334,2.6666666666666665,SEA,7,2017
21.090,16.666666666666668,2017-10-22,October,"Mixon, Joe",PIT,0.0,19.333333333333332,2.3333333333333335,0.3333333333333333,47.333333333333336,2.3333333333333335,CIN,7,2017
24.273,9.0,2017-10-22,October,"Montgomery, Ty",NO,0.0,6.0,3.0,0.0,30.333333333333332,5.0,GB,7,2017
28.314,4.0,2017-10-22,October,"Morris, Alfred",SF,0.0,1.0,0.3333333333333333,0.0,32.666666666666664,1.0,DAL,7,2017
27.277,11.333333333333334,2017-10-22,October,"Murray, Latavius",BAL,0.0,10.0,1.6666666666666667,0.0,26.666666666666668,1.6666666666666667,MIN,7,2017
32.215,13.0,2017-10-22,October,"Peterson, Adrian",LAR,0.0,1.3333333333333333,0.6666666666666666,0.6666666666666666,57.0,0.6666666666666666,ARI,7,2017
28.360,12.666666666666666,2017-10-22,October,"Powell, Bilal",MIA,0.0,18.333333333333332,2.6666666666666665,0.6666666666666666,68.33333333333333,3.3333333333333335,NYJ,7,2017
24.080,7.0,2017-10-22,October,"Rawls, Thomas",NYG,0.0,5.0,0.6666666666666666,0.3333333333333333,12.666666666666666,1.0,SEA,7,2017
27.258,7.333333333333333,2017-10-22,October,"Rodgers, Jacquizz",BUF,0.0,14.666666666666666,1.3333333333333333,0.0,28.666666666666668,1.6666666666666667,TB,7,2017
27.033,1.3333333333333333,2017-10-22,October,"Sims, Charles",BUF,0.0,15.666666666666666,2.3333333333333335,0.0,7.0,3.0,TB,7,2017
25.285,3.6666666666666665,2017-10-22,October,"Smith, Rod",SF,0.0,14.666666666666666,2.0,0.3333333333333333,10.333333333333334,2.0,DAL,7,2017
30.215,13.333333333333334,2017-10-22,October,"Stewart, Jonathan",CHI,0.0,7.666666666666667,1.0,0.0,28.333333333333332,2.0,CAR,7,2017
28.173,3.6666666666666665,2017-10-22,October,"Vereen, Shane",SEA,0.0,12.666666666666666,1.6666666666666667,0.0,12.0,2.3333333333333335,NYG,7,2017
24.061,1.0,2017-10-22,October,"Watson, Terrell",CIN,0.0,0.0,0.0,0.0,2.3333333333333335,0.0,PIT,7,2017
25.261,2.0,2017-10-22,October,"White, James",ATL,0.0,42.0,7.0,0.0,11.0,9.333333333333334,NE,7,2017
25.202,2.6666666666666665,2017-10-22,October,"Williams, Damien",NYJ,0.0,9.0,1.3333333333333333,0.0,8.333333333333334,2.3333333333333335,MIA,7,2017
24.020,5.333333333333333,2017-10-22,October,"Yeldon, T.J.",IND,0.0,29.0,4.0,0.3333333333333333,15.0,5.666666666666667,JAX,7,2017
22.074,19.666666666666668,2017-10-19,October,"Hunt, Kareem",OAK,0.0,39.333333333333336,4.0,0.0,76.33333333333333,4.666666666666667,KC,7,2017
31.180,11.333333333333334,2017-10-19,October,"Lynch, Marshawn",KC,0.0,3.3333333333333335,0.3333333333333333,0.3333333333333333,39.333333333333336,1.6666666666666667,OAK,7,2017
24.004,4.333333333333333,2017-10-19,October,"Richard, Jalen",KC,0.0,15.666666666666666,1.3333333333333333,0.0,14.333333333333334,2.3333333333333335,OAK,7,2017
24.239,1.6666666666666667,2017-10-19,October,"Washington, DeAndre",KC,0.0,11.333333333333334,2.0,0.0,-1.3333333333333333,2.6666666666666665,OAK,7,2017
28.169,16.666666666666668,2011-10-30,October,"Gore, Frank",CLE,0.0,11.666666666666666,2.0,1.0,131.0,3.0,SF,8,2011
23.222,13.0,2011-10-30,October,"Ivory, Chris",LAR,0.0,0.0,0.0,0.0,54.0,0.3333333333333333,NO,8,2011
25.191,13.0,2011-10-30,October,"Lynch, Marshawn",CIN,0.0,22.666666666666668,2.6666666666666665,0.6666666666666666,65.0,4.333333333333333,SEA,8,2011
23.110,16.0,2011-10-30,October,"McCoy, LeSean",DAL,0.3333333333333333,24.666666666666668,4.0,0.6666666666666666,74.66666666666667,6.666666666666667,PHI,8,2011
26.223,21.666666666666668,2011-10-30,October,"Peterson, Adrian",CAR,0.0,0.0,0.6666666666666666,1.6666666666666667,112.0,0.6666666666666666,MIN,8,2011
28.132,8.0,2011-10-30,October,"Sproles, Darren",LAR,0.3333333333333333,35.0,6.333333333333333,0.3333333333333333,51.666666666666664,8.0,NO,8,2011
24.223,9.0,2011-10-30,October,"Stewart, Jonathan",MIN,0.0,12.333333333333334,1.3333333333333333,0.6666666666666666,45.333333333333336,1.3333333333333333,CAR,8,2011
29.168,12.666666666666666,2012-10-29,October,"Gore, Frank",ARI,0.0,23.666666666666668,3.0,0.3333333333333333,91.0,3.3333333333333335,SF,8,2012
25.306,20.0,2012-10-28,October,"Charles, Jamaal",OAK,0.3333333333333333,17.0,2.3333333333333335,0.3333333333333333,89.33333333333333,3.3333333333333335,KC,8,2012
22.312,5.666666666666667,2012-10-28,October,"Ingram, Mark",DEN,0.0,-0.3333333333333333,0.3333333333333333,0.0,16.0,0.3333333333333333,NO,8,2012
26.189,18.333333333333332,2012-10-28,October,"Lynch, Marshawn",DET,0.0,11.0,1.0,0.0,76.33333333333333,1.6666666666666667,SEA,8,2012
24.108,17.666666666666668,2012-10-28,October,"McCoy, LeSean",ATL,0.6666666666666666,23.333333333333332,4.666666666666667,0.0,66.0,5.666666666666667,PHI,8,2012
23.321,18.666666666666668,2012-10-28,October,"Morris, Alfred",PIT,0.0,13.0,1.3333333333333333,0.3333333333333333,94.0,1.6666666666666667,WAS,8,2012
23.275,20.333333333333332,2012-10-28,October,"Ridley, Stevan",LAR,0.0,0.0,0.3333333333333333,0.3333333333333333,83.33333333333333,0.6666666666666666,NE,8,2012
22.265,3.6666666666666665,2012-10-28,October,"Rodgers, Jacquizz",PHI,0.0,23.0,2.6666666666666665,0.0,6.666666666666667,3.3333333333333335,ATL,8,2012
29.130,5.0,2012-10-28,October,"Sproles, Darren",DEN,0.6666666666666666,34.666666666666664,4.666666666666667,0.0,18.666666666666668,6.0,NO,8,2012
25.221,8.0,2012-10-28,October,"Stewart, Jonathan",CHI,0.0,11.333333333333334,2.0,0.0,30.333333333333332,3.0,CAR,8,2012
22.331,4.333333333333333,2012-10-28,October,"Turbin, Robert",DET,0.0,9.666666666666666,1.3333333333333333,0.0,16.666666666666668,1.6666666666666667,SEA,8,2012
23.179,3.3333333333333335,2012-10-28,October,"Vereen, Shane",LAR,0.0,5.0,0.6666666666666666,0.3333333333333333,16.666666666666668,1.0,NE,8,2012
25.325,6.0,2012-10-25,October,"Blount, LeGarrette",MIN,0.0,0.0,0.0,0.6666666666666666,24.333333333333332,0.3333333333333333,TB,8,2012
23.286,12.333333333333334,2012-10-25,October,"Martin, Doug",MIN,0.0,33.666666666666664,2.3333333333333335,0.3333333333333333,64.66666666666667,4.0,TB,8,2012
27.218,19.0,2012-10-25,October,"Peterson, Adrian",TB,0.0,23.666666666666668,4.0,0.3333333333333333,106.66666666666667,5.0,MIN,8,2012
27.189,19.666666666666668,2013-10-28,October,"Lynch, Marshawn",LAR,0.0,28.666666666666668,2.0,1.0,90.0,3.3333333333333335,SEA,8,2013
23.330,2.6666666666666665,2013-10-28,October,"Turbin, Robert",LAR,0.0,7.666666666666667,0.6666666666666666,0.0,14.0,0.6666666666666666,SEA,8,2013
22.259,3.0,2013-10-27,October,"Anderson, C.J.",WAS,0.0,0.0,0.0,0.0,16.0,1.0,DEN,8,2013
21.251,17.0,2013-10-27,October,"Bell, Le'Veon",OAK,0.0,18.333333333333332,2.6666666666666665,0.6666666666666666,61.333333333333336,3.0,PIT,8,2013
21.339,11.666666666666666,2013-10-27,October,"Bernard, Giovani",NYJ,0.3333333333333333,37.0,4.333333333333333,0.0,39.0,5.333333333333333,CIN,8,2013
26.326,6.666666666666667,2013-10-27,October,"Blount, LeGarrette",MIA,0.0,0.0,0.0,0.0,21.333333333333332,0.3333333333333333,NE,8,2013
23.274,6.0,2013-10-27,October,"Bolden, Brandon",MIA,0.0,18.666666666666668,3.0,0.3333333333333333,26.333333333333332,4.666666666666667,NE,8,2013
26.304,21.666666666666668,2013-10-27,October,"Charles, Jamaal",CLE,0.0,41.333333333333336,4.333333333333333,1.3333333333333333,90.66666666666667,7.333333333333333,KC,8,2013
22.022,1.3333333333333333,2013-10-27,October,"Davis, Knile",CLE,0.0,0.0,0.0,0.0,3.0,0.3333333333333333,KC,8,2013
30.166,22.0,2013-10-27,October,"Gore, Frank",JAX,0.0,11.333333333333334,0.6666666666666666,1.0,84.0,1.0,SF,8,2013
25.219,14.0,2013-10-27,October,"Ivory, Chris",CIN,0.0,-0.6666666666666666,0.3333333333333333,0.0,49.0,0.6666666666666666,NYJ,8,2013
25.107,21.0,2013-10-27,October,"McCoy, LeSean",NYG,0.0,42.333333333333336,4.666666666666667,0.3333333333333333,72.33333333333333,5.666666666666667,PHI,8,2013
22.185,9.0,2013-10-27,October,"Miller, Lamar",NE,0.0,3.3333333333333335,0.6666666666666666,0.3333333333333333,40.0,2.0,MIA,8,2013
24.319,17.0,2013-10-27,October,"Morris, Alfred",DEN,0.0,0.0,0.0,0.3333333333333333,82.33333333333333,0.3333333333333333,WAS,8,2013
28.220,15.333333333333334,2013-10-27,October,"Peterson, Adrian",GB,0.0,16.333333333333332,1.6666666666666667,0.6666666666666666,76.66666666666667,3.0,MIN,8,2013
25.000,8.0,2013-10-27,October,"Powell, Bilal",CIN,0.0,9.666666666666666,1.3333333333333333,0.0,24.666666666666668,2.3333333333333335,NYJ,8,2013
22.176,2.6666666666666665,2013-10-27,October,"Riddick, Theo",DAL,0.0,2.6666666666666665,0.3333333333333333,0.3333333333333333,6.0,0.6666666666666666,DET,8,2013
24.273,14.0,2013-10-27,October,"Ridley, Stevan",MIA,0.0,14.333333333333334,1.6666666666666667,1.0,66.33333333333333,1.6666666666666667,NE,8,2013
23.263,9.666666666666666,2013-10-27,October,"Rodgers, Jacquizz",ARI,0.6666666666666666,39.0,6.0,0.6666666666666666,30.333333333333332,6.333333333333333,ATL,8,2013
23.179,5.0,2013-10-24,October,"Barner, Kenjon",TB,0.0,0.0,0.0,0.0,6.0,0.0,CAR,8,2013
25.319,14.666666666666666,2014-10-27,October,"Morris, Alfred",DAL,0.0,4.0,0.6666666666666666,0.0,41.333333333333336,1.3333333333333333,WAS,8,2014
22.250,15.0,2014-10-26,October,"Bell, Le'Veon",IND,0.3333333333333333,49.0,5.666666666666667,0.0,73.66666666666667,6.666666666666667,PIT,8,2014
22.338,12.666666666666666,2014-10-26,October,"Bernard, Giovani",BAL,0.0,9.666666666666666,2.6666666666666665,0.3333333333333333,72.0,4.333333333333333,CIN,8,2014
27.325,7.666666666666667,2014-10-26,October,"Blount, LeGarrette",IND,0.0,8.333333333333334,1.3333333333333333,0.0,21.666666666666668,1.3333333333333333,PIT,8,2014
23.182,4.333333333333333,2014-10-26,October,"Blue, Alfred",TEN,0.3333333333333333,3.6666666666666665,0.3333333333333333,0.0,17.333333333333332,0.3333333333333333,HOU,8,2014
25.267,1.3333333333333333,2014-10-26,October,"Cadet, Travaris",GB,0.0,24.0,2.6666666666666665,0.0,5.0,2.6666666666666665,NO,8,2014
27.303,18.333333333333332,2014-10-26,October,"Charles, Jamaal",LAR,0.6666666666666666,10.666666666666666,2.0,0.6666666666666666,89.0,3.6666666666666665,KC,8,2014
21.291,8.0,2014-10-26,October,"Crowell, Isaiah",OAK,0.0,1.6666666666666667,0.3333333333333333,0.3333333333333333,38.0,0.6666666666666666,CLE,8,2014
24.111,5.333333333333333,2014-10-26,October,"Cunningham, Benny",KC,0.3333333333333333,27.333333333333332,3.3333333333333335,0.6666666666666666,23.666666666666668,3.3333333333333335,LAR,8,2014
23.021,9.333333333333334,2014-10-26,October,"Davis, Knile",LAR,0.0,7.666666666666667,0.6666666666666666,0.0,46.0,1.3333333333333333,KC,8,2014
22.225,2.6666666666666665,2014-10-26,October,"Freeman, Devonta",DET,0.0,29.0,4.0,0.0,21.0,4.666666666666667,ATL,8,2014
22.006,4.666666666666667,2014-10-26,October,"Hill, Jeremy",BAL,0.0,27.0,2.3333333333333335,0.3333333333333333,12.666666666666666,3.0,CIN,8,2014
24.309,11.666666666666666,2014-10-26,October,"Ingram, Mark",GB,0.0,12.666666666666666,2.3333333333333335,0.6666666666666666,52.0,3.3333333333333335,NO,8,2014
26.218,12.666666666666666,2014-10-26,October,"Ivory, Chris",BUF,0.0,10.666666666666666,1.6666666666666667,0.3333333333333333,52.666666666666664,2.3333333333333335,NYJ,8,2014
25.132,1.0,2014-10-26,October,"Johnson, Austin",GB,0.3333333333333333,4.333333333333333,0.3333333333333333,0.0,3.0,0.3333333333333333,NO,8,2014
28.187,15.0,2014-10-26,October,"Lynch, Marshawn",CAR,0.3333333333333333,21.333333333333332,2.6666666666666665,0.0,62.0,3.3333333333333335,SEA,8,2014
25.286,12.666666666666666,2014-10-26,October,"Martin, Doug",MIN,0.0,16.0,2.0,0.3333333333333333,43.333333333333336,3.0,TB,8,2014
26.106,18.666666666666668,2014-10-26,October,"McCoy, LeSean",ARI,0.0,3.3333333333333335,2.0,0.0,82.33333333333333,2.0,PHI,8,2014
22.176,12.333333333333334,2014-10-26,October,"McKinnon, Jerick",TB,0.0,20.666666666666668,3.6666666666666665,0.0,55.666666666666664,5.0,MIN,8,2014
